coding_id,family,term,genre,source,left,target,right,exclude,exclusion_reason,verbal_syntax,semantic_residue,interactional_residue,targeted_entity,coder_notes
mgc1257,shoo,shooing,FIC,SouthernRev,", with gray distraught hair , lumbered in and out ,",shooing,"the orange cat , freshening Mattie 's tea , peeling apples for",0,,1,1,1,1,primary coding rule
mgc1258,wow,wowed,MAG,USCatholic,#all U.S. prison inmates . By the time Denzel Washington,wowed,"us with his portrayal of Hurricane Carter last year , African",0,,1,1,0,1,primary coding rule
mgc1259,shoo,shooed,FIC,Frontiers,"herself . I feel like a slug , but after being",shooed,"away from the kitchen , I undo the top button of my",0,,1,1,1,1,primary coding rule
mgc1260,boo,booed,NF/ACAD,LawPublicPol,"#, New Mexico ) , during which Lockwood is regularly",booed,off the stage after tap dancing and fiddling . # Lockwood is,0,,1,1,1,0,primary coding rule
mgc1261,boo,boos,FIC,Mov:RagingBull,out of the clinch in disgust . There are no more,boos,. JAKE has won over the crowd . TIME CUT : END,1,noun use,0,0,0,0,excluded by primary coding rule
mgc1262,shoo,shooed,FIC,SecondGrowth,Pennsylvania . He ran down two little girls in playsuits and,shooed,them in long enough for Ruth to hug them and give them,0,,1,1,1,1,primary coding rule
mgc1263,boo,boos,NEWS,Chicago,when they paraded thru downtown Washington and drew jeers and,boos,from visitors here for the Presidential inauguration. 10,1,noun use,0,0,0,0,excluded by primary coding rule
mgc1264,boo,boos,NEWS,Boston,"called for a roll call vote , despite the groans and",boos,"of delegates , on a a platform amendment affirming a woman '",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1265,shoo,shooed,FIC,MorgansPassing,second corner to wait for the Berger girls . Helena Berger,shooed,them out the door -- two little freckled redheads in plaid,0,,1,1,1,1,primary coding rule
mgc1266,shoo,shooed,FIC,ChallengerPark,brandishing their hall passes to come back and gawk . Lorelei,shooed,"them away , and Davis , preoccupied with his emotional",0,,1,1,1,1,primary coding rule
mgc1267,shoo,shoos,FIC,Mov:RideHighCountry,- REVERSE 6X3 As the Policeman runs up to Judd and,shoos,him to a side street . POLICEMANClear the street ! Ca n't,0,,1,1,1,1,primary coding rule
mgc1268,boo,booed,FIC,SunIsMyUndoing,#own headgear . The more orderly sections of the mob,booed,their disapproval of these antics but took no measures against,0,,1,1,1,1,primary coding rule
mgc1269,boo,boos,FIC,GunShy,"attempted to usurp the power of the American people . """,Boos,"all around . Stubbs nodded sympathetically . "" More recently ,",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1270,boo,boos,MAG,Time,"about the commercials . Premovie ads , which used to draw",boos,"when one or two would pop up before the coming attractions ,",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1271,boo,booed,MAG,SatEvePost,#with the American Federation of Labor . The disheartened actors,booed,him for suggesting that they line up with hod carriers and,0,,1,1,1,1,primary coding rule
mgc1272,boo,booed,FIC,Burr,#that His Mightiness was often -- unthinkable lese-majeste --,booed,at the theatre and in the streets . Knowing the high almost,0,,1,1,1,0,primary coding rule
mgc1273,ooh,oohing,FIC,FantasySciFi,". She spent hours peeking into every nook and cranny ,",oohing,and aahing at the flowery wallpaper and the elegant carved,0,,1,1,1,1,primary coding rule
mgc1274,boo,booed,MAG,SportsIll,"#of the Chicago Stadium crowd apparently agreed , because they",booed,the Bulls on occasion . The reaction did n't seem particularly,0,,1,1,1,1,primary coding rule
mgc1275,wow,wowed,MAG,NewRepublic,"#. ) The earliest commentators , most of whom were",wowed,"by Picasso the person , got wrong who did what . and",0,,1,1,0,1,primary coding rule
mgc1276,wow,wowing,NEWS,USAToday,#a lean mobile-focused machine to churn out products capable of,wowing,"customers . Along with that , Microsoft will need to morph into",0,,1,1,0,0,primary coding rule
mgc1277,boo,booing,FIC,Mov:Skidoo,", saintly expression on his face as he watches . The",booing,: BEANY ( angrily ) Didja see that ! ! ! That,1,noun use,0,0,0,0,excluded by primary coding rule
mgc1278,shoo,shooed,FIC,FantasySciFi,"begun to draw flies . He stood next to it ,",shooed,"away a bluebottle that buzzed around the broken head , then took",0,,1,1,1,1,primary coding rule
mgc1279,boo,booing,MAG,Time,"In Europe , especially in Italy , hissing , whistling ,",booing,and even missile throwing are accepted institutions .,1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc1280,ooh,oohing,MAG,Entertainment,"of eight women out front , a reading group that 's",oohing,"over Kitchen Confidential , so Bourdain stays hidden in the back",0,,1,1,1,1,primary coding rule
mgc1281,ooh,oohs,MAG,TodaysParent,", the opening night campfire mysteriously lights by itself. "" There are lots of",oohs,"and ahhs, "" says camp director David Woollven. "" And I never give",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1282,shoo,shooed,FIC,TakeMe,"going to do you proud . I promise . "" She",shooed,"Janica off . "" Go on . Your line is up next",0,,1,1,1,0,primary coding rule
mgc1283,boo,boos,MAG,Time,"filled the New York Hilton ballroom with Tarzanlike cries ,",boos,"and whistles . Next , harp music played while the screens flashed",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1284,shoo,shooing,FIC,FantasySciFi,"and whispered , "" I can not . "" Bandar made",shooing,"motions toward the wall , but Huffley looked away . The",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc1285,boo,booed,NF/ACAD,Journalism History,"#Aurelio , who represented Mayor John V. Lindsay , were",booed,"during their speeches.62 # Not all politicians , however , were",0,,1,1,1,1,primary coding rule
mgc1286,boo,booing,MAG,Time,"Negro Jimmy Clark , who was so enraged at the continued",booing,that he floored his Syracuse University opponent for a count of,1,noun use,0,0,0,0,excluded by primary coding rule
mgc1287,shoo,shooed,FIC,GroceryManAndPecks,"to her boudoir and set , but after he had been",shooed,out of the gardens and flower beds he seemed to be nervous,0,,1,1,1,1,primary coding rule
mgc1288,boo,booed,MAG,USNWR,"#Richmond , Va. , Mayor Coleman Young of Detroit was",booed,when he called for support of President Carter . Many blacks,0,,1,1,1,1,primary coding rule
mgc1289,boo,boos,MAG,Time,"rally platform with Johnson , Furcolo got a hearty round of",boos,". Clearly , something was amiss in Democratic Boston . Indeed ,",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1290,shoo,shooed,FIC,SouthernRev,the bedroom with strong lye soap . And the old lady,shooed,Livvie and me away whenever we came near . We represented disease,0,,1,1,1,0,primary coding rule
mgc1291,shoo,shooing,FIC,IowaRev,winter . My father waved his hand as if he were,shooing,"a fly , dismissing the memory of his son . "" Well",0,,1,1,1,1,primary coding rule
mgc1292,boo,booed,NEWS,CSMonitor,#should borrow money from their parents . When the crowd,booed,"his mentions of Romney , Obama interjected , "" Do n't boo",0,,1,1,1,1,primary coding rule
mgc1293,shoo,shooing,FIC,FantasySciFi,"Stink . It . Up . "" She makes a tired",shooing,"gesture . "" Go home , you greedy little boy . No",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc1294,shoo,shooed,FIC,ThursdayRabbiWalked,"keep her waiting . "" And waving his arms , he",shooed,Gore and Billy into the dining room . As Gore spread his,0,,1,1,1,0,primary coding rule
mgc1295,boo,booing,MAG,Environmental,practices straight from the factory farm . After the,booing,"and hissing and agency grandstanding subsided , an outraged",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1296,wow,wowed,NEWS,Denver,#Colorado Symphony to guest conduct an all-Mozart program . He,wowed,Denver audiences a little more than a year ago with a nuanced,0,,1,1,1,1,primary coding rule
mgc1297,boo,booed,NEWS,Los Angeles Times,#said . # At the commission meeting -- where protesters,booed,Beck as he walked into the room -- activist Melina Abdullah,0,,1,1,1,0,primary coding rule
mgc1298,shoo,shooed,FIC,FantasySciFi,", yes , of course , come in . "" She",shooed,"him into the nearest room , which turned out to be a",0,,1,1,1,1,primary coding rule
mgc1299,shoo,shooing,FIC,Triquarterly,shook his sheet of foolscap at Buster as if he were,shooing,flies . Then he wiped his glasses with the end of his,0,,1,1,1,0,primary coding rule
mgc1300,shoo,shooing,FIC,FantasySciFi,"Magic ! "" then blew air over my lips as if",shooing,"away a gossamer . My assistant said , "" You also like",0,,1,1,1,1,primary coding rule
mgc1301,boo,boos,MAG,SportsIll,"one of their favorites , and Carlton may hear those famous",boos,"if he does n't get oil "" to a smart start .",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1302,boo,booed,NEWS,NYT-Reg,#speech by Representative Tydings was cheered by the wets and,booed,"by the drys . "" Any one who dares say anything against",0,,1,1,1,0,primary coding rule
mgc1303,boo,booing,FIC,MagnoliaStreet,. It was not pleasant to rtm the gauntlet of that,booing,. But he thought better of it . I Iis heart was,1,noun use,0,0,0,0,excluded by primary coding rule
mgc1304,boo,boos,MAG,MotherJones,""" End the Fed , "" or into a chorus of",boos,at the mention of establishment figures like Sens . John McCain,1,noun use,0,0,0,0,excluded by primary coding rule
mgc1305,wow,wowed,MAG,Time,#and festivity ; deep in the Borneo jungle he once,wowed,an aboriginal audience with some impromptu Scottish reels .,0,,1,1,1,1,primary coding rule
mgc1306,boo,boos,FIC,DeepRiver,"that is ag-gression ! "" He seemed barely to hear the",boos,", whistles , and cheers . The gallery vibrated with stamping feet",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1307,wow,wowed,MAG,SatEvePost,#come striding out of the West to Stockbridge ( Duke,wowed,' em ! ) and sit for their portraits ; even the,0,,1,1,0,0,primary coding rule
mgc1308,boo,booed,FIC,SomethingValue,#taking one apprehensive look at the crowd . The onlookers,booed,and jeered as the ladies were helped into the saddle . One,0,,1,1,1,0,primary coding rule
mgc1309,shoo,shoos,MAG,Time,) want in on the drive and the profits . Duke,shoos,"them off , but they skulk along behind the cows , waiting",0,,1,1,1,1,primary coding rule
mgc1310,boo,booed,NEWS,SanFran,"#I ever dropped one was in Philadelphia , and they",booed,"me , "" he said . "" Fortunately , we won the",0,,1,1,1,0,primary coding rule
mgc1311,boo,boos,MAG,Time,"champion , whose unpopularity was evinced by squalls of",boos,". # Then began the slapping , spanking bout of brawn and",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1312,boo,booing,FIC,GreatAmericanNovel,had anyone out in the first inning . The crowd was,booing,", his own teammateswere moaning , and Spit was in a rage",0,,1,1,1,1,primary coding rule
mgc1313,shoo,shoos,NEWS,NYT-Reg,"unfounded , that Strikers in the vicinity of the machine",shoos,at Summit-avenue bad stopped the Kirkwood train and detached it,1,OCR/proper-name/non-target use,0,0,0,0,excluded by primary coding rule
mgc1314,boo,booed,MAG,SportsIll,"#Cuevas ? "" Oh , no . I 've been",booed,"in Orlando , "" he says . "" But I have a",0,,1,1,1,1,primary coding rule
mgc1315,shoo,shooing,FIC,Mov:ReignOfTerror,man and woman -- traitors to the Republic . GRANDMA (,shooing,"them out ) Well , you wo n't find them in that",0,,1,1,1,1,primary coding rule
mgc1316,shoo,shooing,FIC,FantasySciFi,"Tell the women to bring hot water-boiling if possible . """,Shooing,"the frightened men away , Klara rapped orders to the women .",0,,1,1,1,1,primary coding rule
mgc1317,shoo,shooed,FIC,GoldenApplesSun,thought of or felt by any means . OtherwiseI 'd have,shooed,"her away , for I liked Sophie Geratis too well to give",0,,1,1,1,1,primary coding rule
mgc1318,boo,booed,NEWS,NYT-Reg,"#going to die . "" Capt . Nelms said he",booed,"not , and remarked that the doctors did not think his condition",1,OCR/proper-name/non-target use,0,0,0,0,excluded by primary coding rule
mgc1319,boo,booed,MAG,Newsweek,#. Terry Branstad watched his popularity ratings plummet and was,booed,at football games before he finally said he would no longer stand,0,,1,1,1,1,primary coding rule
mgc1320,boo,booed,MAG,Time,#by sympathetic cheers from a gallery which nearly always,booed,"him , Shore recovered his nerve , played a lusty game but",0,,1,1,1,1,primary coding rule
mgc1321,wow,wows,FIC,Harpers,"the bottle this time, schmilling it over the side bye-bye, Russians. Muffled",wows,"around the quiet trio, Gary still hanging on the lines. Then a widening",1,noun/proper-name/acronym use,0,0,0,0,excluded by primary coding rule
mgc1322,boo,booing,FIC,Convert,eard . ' He retired to a chorus of cheers and,booing,", while the chairman , more harassed than ever , it would",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1323,ooh,oohs,MAG,SportsIll,", "" continues Davis. "" His edge is the highlights, dunking, the",oohs,and aahs. But it's hard for that to be the motivation. Your,1,noun use,0,0,0,0,excluded by primary coding rule
mgc1324,boo,booing,MAG,SportsIll,standing nose to nose yelling at each other with the crowd,booing,-- and if you think the one they 're booing is the,0,,1,1,1,0,primary coding rule
mgc1325,boo,booed,NEWS,Chicago,"#a smothering defense that limited Bill Cartwright , who was",booed,"frequently in the second half , to only two shots in 41",0,,1,1,1,1,primary coding rule
mgc1326,boo,boos,NEWS,Chicago Sun-Times,", and he walked off the mound to a cascade of",boos,". "" Especially for me . "" # What happens next at",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1327,wow,wows,MAG,SportsIll,"Snead has to do to arouse a chorus of open-mouthed "" ohs "" and """,wows,""" and "" whees "" is to hit a tee shot. Here it was",1,noun/proper-name/acronym use,0,0,0,0,excluded by primary coding rule
mgc1328,boo,boos,FIC,TreeGrowsInBrooklyn,wondering about many things : 9596 A Tree Grows in Brooklyn,BOOS,Two 97what made the wind blow and what was grass and why,1,proper-name/metalinguistic/non-target use,0,0,0,0,excluded by primary coding rule
mgc1329,boo,booed,NEWS,Chicago,"#and three members of the community . "" Oviatt was",booed,and jeered during his appearance . The campus has had sporadic,0,,1,1,1,1,primary coding rule
mgc1330,wow,wowed,NEWS,Baltimore Sun,"#. Even as a freshman , Olsufka 's skill set",wowed,"Fellona . "" I just knew he was a beast and he",0,,1,1,0,0,primary coding rule
mgc1331,wow,wowing,MAG,SatEvePost,"#'s strategists , brooding over the governor 's propensity for",wowing,his constituents by dropping out of the Skies like a Bobby Clark,0,,1,1,0,0,primary coding rule
mgc1332,boo,booing,FIC,BangDrumSlowly,"come down after awhile , and Horse warmed , and the",booing,"started and stopped the whole time , turning to cheering when Sid",1,noun use,0,0,0,0,excluded by primary coding rule
mgc1333,shoo,shooed,FIC,BandAngels,"will have another drink . "" And did . The bride",shooed,the Kikuyu maids from her room and did a most unbridal thing,0,,1,1,1,1,primary coding rule
